ID;Number of Threads;Execution time for reading image (ms);Task Execution time (ms);Execution time for retrieving result from tasks (ms);Total processor execution time (ms);Image name;Successful
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;23;2;17;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;40;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;40;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;21;44;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;40;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;3;18;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;3;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;40;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;19;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;20;44;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;20;44;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;44;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;3;18;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;3;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;20;44;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;40;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;44;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;3;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;44;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;40;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;3;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;18;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;44;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;40;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;3;20;44;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;20;44;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;3;18;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;3;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;44;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;40;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;19;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;40;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;40;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;20;44;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;44;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;3;18;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;40;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;18;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;3;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;3;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;3;17;44;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;20;44;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;40;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;18;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;40;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;18;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;23;2;17;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;21;44;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;18;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;18;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;20;44;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;40;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;20;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;19;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;19;43;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;18;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;20;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;21;2;17;41;3.harold_large.jpg;true
02c069d6-068f-408e-b8f2-0433561c9a46;3;22;2;17;42;3.harold_large.jpg;true
